video_id,video_name,comment_id,comment,username,class
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugz9zPJiFvpqnhZ-hWh4AaABAg,"I knew when I saw these two in the thumbnail, I knew this was gonna be crazy, and they definitely delivered. These two are the best female drill artists rn and this is definitely one of my favourite plugged ins.",Aria: Come Fast To Get Into My Body,spam
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugz9zPJiFvpqnhZ-hWh4AaABAg.9oXG4FVUsel9oirSUE-tij,"[MAIN] I knew when I saw these two in the thumbnail, I knew this was gonna be crazy, and they definitely delivered. These two are the best female drill artists rn and this is definitely one of my favourite plugged ins. [REPLY] @Prod JH knowone asked",whos who,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugz9zPJiFvpqnhZ-hWh4AaABAg.9oXG4FVUsel9oir2LMolkd,"[MAIN] I knew when I saw these two in the thumbnail, I knew this was gonna be crazy, and they definitely delivered. These two are the best female drill artists rn and this is definitely one of my favourite plugged ins. [REPLY] I aint reading allat",Prod JH,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugz9zPJiFvpqnhZ-hWh4AaABAg.9oXG4FVUsel9oXX20stRNe,"[MAIN] I knew when I saw these two in the thumbnail, I knew this was gonna be crazy, and they definitely delivered. These two are the best female drill artists rn and this is definitely one of my favourite plugged ins. [REPLY] Not just right now bro but ever, I couldn’t name you one female even close to what zandos or cristale can do in the uk",whos who,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg,We need an EP from these 2😭😭,Maphadi letsoalo,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oV6czfaCEc,[MAIN] We need an EP from these 2😭😭 [REPLY] @Ghost245._ 27 mins my bad 19:00,PaperflowTV,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oV4xOs-inx,[MAIN] We need an EP from these 2😭😭 [REPLY] @PaperflowTV where,Ghost245._,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oUiOFbW95F,[MAIN] We need an EP from these 2😭😭 [REPLY] Yh we do need an erotic photograph from these 2 glad you read my mind 🙏,The Warrior Returns,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oUhYh6QOd0,[MAIN] We need an EP from these 2😭😭 [REPLY] We’re dropping our BTS of the Fumez The Engineer @17:00 🙋🏾‍♂️,PaperflowTV,spam
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oUGjjv6s_l,[MAIN] We need an EP from these 2😭😭 [REPLY] Frfr,MJ,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugz8VmxnJBk8Noc6XVl4AaABAg,These two potential is scary man Cristale getting better and better everytime high Seilings for both🔥🔥,RTB_Milli,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugy13DQI5tjA_oBIMtt4AaABAg,"This is an incredible plugged in 
The beat is brilliant 
The flows are immaculate 
The back to back I fuck with highly",Browner1998,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg,some of the best female drill artists this one was needed,Touchavelli she was only 14,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9ojntM7h0yr,[MAIN] some of the best female drill artists this one was needed [REPLY] Nahh man,Sem 0251,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oUeUlhjgAG,[MAIN] some of the best female drill artists this one was needed [REPLY] haha the name,MystixGaming,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oUaJMAefRl,[MAIN] some of the best female drill artists this one was needed [REPLY] that name is nuts bloody hell,Ogbono Ohara,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oUHWXS99Nt,[MAIN] some of the best female drill artists this one was needed [REPLY] Nah ur name is too funny 😂,quit crying lol,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oT7QjN6nq_,"[MAIN] some of the best female drill artists this one was needed [REPLY] The two best, easy",Ben Van Grootel,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oT3HYZsLNG,[MAIN] some of the best female drill artists this one was needed [REPLY] Nah what is this name mate,Lukas Gross,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oSwmGWMzLP,[MAIN] some of the best female drill artists this one was needed [REPLY] @021g,Wex Comics,neutral
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxQ9E69btyWFUBLWLl4AaABAg.9oSd_NTxftz9oSvb1qFmAY,[MAIN] some of the best female drill artists this one was needed [REPLY] Disgusting 🤢,Prepare for your afterlife.,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgwCFuGr6QAKCxJTfQZ4AaABAg,These two are the two of the best female drill artists they killed this one 💯🥶🔥 the way they bounce of each is mad the flow and word okay is to cold 🥶,Rackz,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxRR9s8mH6Vigl46Cx4AaABAg,This was epic ...The chemistry and energy on 1000..No skin just Bars..+ Flows ...This was a Performance...,Schnique R,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugw2LQpZZrMs93Uk7a14AaABAg,1:48 that flow wasfucking cold🥶,Huh,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg,Shake It,NLE CHOPPA,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooX6BU8n4w,[MAIN] Shake It [REPLY] You are a nigga,Daniel Parr,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooSyNWdvEq,[MAIN] Shake It [REPLY] 1qujxxj❤❤🎉,joaquin,neutral
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooOoA0Gzb1,[MAIN] Shake It [REPLY] We all Need more,Grxvity,neutral
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooM3DgYdU-,[MAIN] Shake It [REPLY] fr,T E E M U,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooKtPYNux9,[MAIN] Shake It [REPLY] Good not better than UK,Ali Tazgharti,neutral
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooK2FntD7S,[MAIN] Shake It [REPLY] Nle shotta🥶,Giulio Montanari,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooJnruhdJD,[MAIN] Shake It [REPLY] @Chloeee foshoo 💨🔥🔥,Daddy,neutral
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJkOSe_1ieUOimABZ4AaABAg.9ojFmZAi9sC9ooJfZCUVmV,[MAIN] Shake It [REPLY] It's fire choppa🤫,Kjayveus Mcgill,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugx9U5w_oQABf3tgQzR4AaABAg,"As a Brit, the respect I have for NLE after coming to the UK and adapting to our music style, humour, slang and culture. Legend mate 💪🇬🇧",Mhm9_3💉❤️🐐,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugx_npzDY8dzgXWy_Vx4AaABAg,NLE CHOPPA SÓ LANÇA HIT ❤️😎🌡️🔥,ʟɪɴꜱ lเʄє☀︎,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugy9D9MiUrxn3lJATf54AaABAg,"I love this song so much, it's crazy how NLE never disappoints. He cannot stop dropping bangers, like it just comes as naturally to him as walking.",Totally Not Fortex,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwSEcYKb4Wn-9l62Rp4AaABAg,NLE never disappoints  and keep up the good work,SYLYXA,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwJDuI6X8GfmjqVr6Z4AaABAg,Russ never disappoints and keep up the good work,FreeForStyle,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxSDzgIn3iJM7aiDdZ4AaABAg,"Bro this has no words to explain how good this song is,NLE never disappoints😤",KWAS gaming,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyA6m8UTCzwBzJIeqN4AaABAg,"NLE fue subiendo entre los más altos hasta llegar al cielo de las leyendas 🎉😮
Este es el mejor álbum del año 🎉🎉❤❤😊",łıł hªppý,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyEmeUzSl6HC6_YWyt4AaABAg,Me parece muy impactante 🎉 que nle haya hecho otro hit más❤❤😊🎉,łıł hªppý,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwZPBsbZtDewjEQsG14AaABAg,"Ouvindo essa música não tem como ficar parado 😂,  bom demais NLE 🇧🇷🔥",Andre Luis,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxoMW2uFvY-M05sw_h4AaABAg,NLE&Russ never disappoints,Enzo,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxgTda3vOCAroZC-354AaABAg,No one can beat the swag of NLE Choppa he is not like other trappers who are going viral by *HIPVIEWS* to get  views  Thumbs up who agree,Sonia Deveau,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugx1dhqbiu2tbykez9F4AaABAg,"NLE X RUSS is the collab we never knew we needed, they should do more songs together they are class🔥🥶🌊",TR1PL3J4YIRE🇮🇪,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugx7xubGzPHMmEoG0K14AaABAg,Slk esses dois junto é apelação 🔥🔥🔥🇧🇷🇧🇷🇧🇷,VN061,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyENoOvCyRJ8zO1CZV4AaABAg,Going on the playlist 🔥🔥🔥🔥🔥🔥,Itsyourfavouritesnowman,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyMniiQplOc7VE7hCZ4AaABAg,"The chemistry between the two is second to none!!! Crazy song and performance from both of them. I hope I can have NLE on a song one day, that would be a dream come true :)",Dari,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgzacR_3LVpNBC57x4p4AaABAg,Que beat !!!!! Está muito top e agressivo! Adorei demais ❤😮 que venham mais assim . Este é o meu som já …,Daniella_SnipperXx,0
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgzWAm0a0HA6B4hGdFJ4AaABAg,NLE never disappoints,solitaryno$h,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugxa--N4IQtAsDjPpIl4AaABAg,Bro you dropped an entire album and you just got back on the grind after like 3 days. This work ethic will carry you far!,SerarEAS,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxL7zgJsJtJo3qk3ct4AaABAg,I came home and saw this dropped and it made my day instantly better. Keep up the work NLE ❤️🔥💯💯,JAT baller,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugz3mZqPWPMM2XM2tIZ4AaABAg,I was waiting for this for ages. Saw the leaked snippet. I knew this is gonna be a banger. Keep the work up NLE 💪,Sccify,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgzQtKRHbrUXE5LgAut4AaABAg,YALL KILLED THIS🔥🤞,YvngxReagLyyy,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwLv8qI8wo4LlPQoi14AaABAg,this man never disappoints fr fr,adam hadji,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyTShps3EcyVjxOFrZ4AaABAg,You never disappoint bro 🔥🔥,Lol Loll,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxAYqpSuHClT7-a1Hx4AaABAg,Russ millions never disappoints us 🇬🇧💯🥶,Charles Bwalya,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwX_PeQOLSLTh3jYSN4AaABAg,They know how to bring heat in song🔥,Skeleton,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwN34ZYWYDPI4OPCVp4AaABAg,This man never ceases to disappoint! Keep it going!,SirBanana,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxBL-Om7axR_gXjuMl4AaABAg,🔥🔥🔥been a fan for a while. Glad he’s getting the attention now even though he’s been slept on,Anaisa Ortiz,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwszDoeux7xOsxfwHx4AaABAg,This right here is ENERGY AT IT'S PUREST MAN,Gabriel FJ,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwITGzF-zZXKv8c_b94AaABAg,nle is no doubt one of the most versatile rappers we need more tracks like this pure fire,Daniella_SnipperXx,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwfaaZYDNkMprkFxBx4AaABAg,NLE Choppa never disappoints when making music,lxrd ₉⁹₉,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugz-XWwHhw0h7etWzO14AaABAg,"NLE goes hard on anything, completely different music in the UK and he still matches it. Fkin legend",Filip Cieslak,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxQgnuTV2jdsMWaU7B4AaABAg,Russ never disappoint😉,Maraka Bill,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugzta4kUKWry_1UxZQ94AaABAg,This is an absolute banger.. pure 🔥  from the 2 best artists in the game from the UK and US.. unstoppable..,Calvin Clarke,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgxxsZc5rmJ-p0kAp2F4AaABAg,"We need more drill from nle, you smash it on every track you do 💯🥶",Dripboxofsweden,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgyJG4QkQshierpSDOR4AaABAg,"70% musical skill🎶👑 20% the montage so good🔥🔥10% the LEGGEND collab 🎶🎶💥 Love you all, keep to pull up collab",GoodTøxīc,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgzaKtzqI566VUr6qhx4AaABAg,It’s like they’ve known each other for years the chemistry the dance moves hope to hear many more collabs 📍in the UK again NLE never fails the dissapoint his flow on this is mad the way russ jumps on it is mad,Sharpz,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwYfMW7EtiJhjqAcol4AaABAg,Russ never disappoint,bad-bad,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugzp3_5beSypD2f2nC54AaABAg,i have this on repeat🔥 nle never dissapoints,dxnimdzz,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),Ugylj9f930K2h3DMoRx4AaABAg,"DAMNNNN! NLE is a goat. He is only 21 and he made such a big career. All of his tracks are good, and his features. This duo might be very good",Basilis,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgwTTXIv24HVbFdNFh94AaABAg,I swear this man never disappoints❤️,Nugget,ham
3gLknYPi7-U,NLE Choppa - Shake It feat. @RussMillions (Official Video),UgzLwj4hv_HzOoNXbyJ4AaABAg,very strong beat and lyrics .This is the hit of 2023,Denisav Kostadinov,ham
KljvA0Arzx8,YoungBoy Never Broke Again - Big Truck [Official Music Video],UgyTO-7EcRRpGPHCMAB4AaABAg,"This man is on a different level, it was not he who lost the industry, it was the industry that lost it",drippy.Jordan44,ham
KljvA0Arzx8,YoungBoy Never Broke Again - Big Truck [Official Music Video],UgyTO-7EcRRpGPHCMAB4AaABAg.9on66zxd3619ooYID4UUf1,"[MAIN] This man is on a different level, it was not he who lost the industry, it was the industry that lost it [REPLY] @Dakarai Jordan 😂😂 Durk is ass",Steven Bodine,neutral
KljvA0Arzx8,YoungBoy Never Broke Again - Big Truck [Official Music Video],UgyTO-7EcRRpGPHCMAB4AaABAg.9on66zxd3619ooXTntd0Oc,"[MAIN] This man is on a different level, it was not he who lost the industry, it was the industry that lost it [REPLY] Ayyyy let's gooo 🔥

#johnnyx100 collab 🤔 😊",OhMyaYuhRock🌸,ham
KljvA0Arzx8,YoungBoy Never Broke Again - Big Truck [Official Music Video],UgyTO-7EcRRpGPHCMAB4AaABAg.9on66zxd3619ooTSrFBH3N,"[MAIN] This man is on a different level, it was not he who lost the industry, it was the industry that lost it [REPLY] For real❤",Kinsley Stokes,ham
