video_id,video_name,comment_id,comment,username,class
IohA4aOxtnA,Sudan army says foreign nationals to be evacuated as Khartoum fighting continues - BBC News,Ugz6kUqfOrosRFyd_QB4AaABAg,Sudan is cursed by it's location and vast resources,Tarig Yahia,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgwFOOIKudpCq55hIPd4AaABAg.9oSmDYRGXM19o_WICTPOnz,@The Warrior Returns bruh 💀,bran_rx,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgzEvGircY2uCLidFLJ4AaABAg.9oSmB-sC_NA9oboKduIXcr,😂😂,Tennille,ham
mKEphyIbtXo,Ed Sheeran - Boat [Official Video],UgxYuEYAd3OMQPlErD14AaABAg,"Thanks for the love, enjoy the vid x",Ed Sheeran,ham
YcwiPM1G8fY,Ryan Reynolds and Rob McElhenney burst into tears as Wrexham seal Football League promotion!,Ugwn55S_5NtkuzSHDWB4AaABAg,"That is what all owners should aspire to. They care about the club, they care about the players, they care about the fans and what feels to me the most important, they care about the community. Congratulations to Wrexham AFC.",meh,ham
IohA4aOxtnA,Sudan army says foreign nationals to be evacuated as Khartoum fighting continues - BBC News,UgyMA524UXzx0D_5PMx4AaABAg.9ooR8kkwvQV9ooyuFUchVn,"Unfortunately, biased and segregational rules always apply for caucas refugees only. A serious conflict as such, will never deepen the mind of the British gvnmt to allow the Sudanese citizens here in the UK. Sad state of affairs. #Help Sudanese refugees.",Jetaime Media,ham
ih5SInZ93k4,Try Not To Laugh Ț̴̈́r̷̹͐y̸̪͝ ̴̳̔Ņ̴͌o̴̹̕t̴̪͌ ̴̼͘T̶̠͝o̸͔̅ ̷̘̽L̶͌ͅâ̶̦u̴͓͊g̵̫̍h̵̭͊!̸̯̕,UgwmWEyylCQ2UxVlq5x4AaABAg,"Damn it, the raccoon one is just too funny. The way he was just there with his little arms and legs sprawled out.",Pink & Sassy To The Maximum,ham
8TlrXc3TYgs,I bought every MacBook Ever.,UgxAZl2msjlknXtAcup4AaABAg,"Wow, Arun you never fail to entertain us all! and inform us! Thank you!",Aarush Malik,ham
K_l3k7c5-Uo,"Every Time You Score, the Keeper Gets Upgraded",UgwHVqOe4f91HCILlwN4AaABAg,Chris your video editing is TOP notch. Love the banter 😂,adaro,ham
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],UgwOAhs-xRW1bEpmVEd4AaABAg,"I'm not even 10 minute through your video and I'm already blown away . wow, what a powerful tool! never seen anything like it! thanks for sharing Man 👍",John-Hermann Bignon,ham
g9mXZhQOKMQ,Things Got Wild At Coachella!! | The Night Shift,UgzhYvMYweHXoq-40ot4AaABAg,I’m so proud of you the dedication determination & motivation you have to constantly post is everything and entertain your audience at the same time especially when you are juggling multiple different platforms !!! You make it look so easy and effortless,• 𝗚𝗘𝗧 𝗥𝗢𝗕𝗨𝗫 𝗢𝗡 𝗠𝗬 𝗣𝗥𝗢𝗙𝗜𝗟𝗘 •,spam
Z4c7_QVcKJQ,SIDEMEN EXTREME HOT VS COLD CAMPING,Ugwezip4-MLIiOhIiKV4AaABAg,49:45 genuinely nearly gave me a heart attack,Zara Mohammed,ham
d0uQtYjswOY,HIGHLIGHTS | Arsenal vs. Bayern Munich (UEFA Women's Champions League 2022-23),UgxE1upi-pC0JSpesql4AaABAg,it was the my first watching women's football . I can't express how much excited i was while watching this. The girls are playing splendidly. I am going to watch  more of women's football from now on..  i really think that girl's teams are very talented ❤❤😊😊,Come Fast To Get Into My Body,spam
d0uQtYjswOY,HIGHLIGHTS | Arsenal vs. Bayern Munich (UEFA Women's Champions League 2022-23),UgyT58SStOZyDTvLePN4AaABAg.9nrTU84Mqnl9nr_z4NIzDH,Arteta ball influence,Deny Bagus Putra,ham
xLu_YNGAIIY,The Last Dream SMP Video Ever,Ugx6Lri0AHvq4IAilCJ4AaABAg.9onnGXcHdBC9ooamaRl1AM,@Iron After he finished his character’s lore entirely he didn’t and still doesn’t want anything to do with the server,Somebody,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgwFOOIKudpCq55hIPd4AaABAg.9oSmDYRGXM19ojd-zA7q8Y,Talking like ksi,ES,ham
kRV0iAANQOo,Sold My First Car To Subscribers 🥺,Ugxdhz8lWrU65LtFtbV4AaABAg,I am Muslim ☪️ but I respect Indians ❤❤❤ Big fan Sourav joshi,Hanoona Malik,ham
xLu_YNGAIIY,The Last Dream SMP Video Ever,Ugwve-5amdNdt4-z1Ql4AaABAg.9on-Jb1TFov9ooNy2_8W17,Yes,Drago X,ham
K_l3k7c5-Uo,"Every Time You Score, the Keeper Gets Upgraded",Ugz-DWOiIQxweJTNGXd4AaABAg,Calfreezy slotting it bottom corner against Leyton Orient’s keeper is hilarious,JulliaStark,ham
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],UgwjKQZKQCcrchuSzeN4AaABAg.9o1MXYwhvX09o2_CSXWrmq,Yes it is going to be able to do that I was just checking on my truck and fuel 😢,Richard “Ricker29” Barr,ham
gjL636ibnII,Exploring Manchester's Abandoned Debenhams: Found 1930s Secrets,Ugx-QValiPowLgu39YJ4AaABAg,"Best thing I've watched for weeks (telly included!) Well done for penetrating the building as far as you did. Those domes were such a treat, and so quintessentially deco. There was even the remains of the parquet floor. The attention to detail and quality of these old buildings will never be seen again, and must be respected. People like us were born too late for this world!",jenny taylor,ham
mMaBVfIedFw,Selfie Waves,UgywXQey2NnYaPc0EhF4AaABAg,Micheal is the only person who can start a video with an illegal pooping selfie and everyone just immediately accepts it,Gシ,ham
fCdXvp0tTnc,Restoring a Neglected Chinese Juniper Bonsai,UgxbkYsKMNfV_UIcAN14AaABAg,"Absolutely amazing... I cannot fathom the artistic ability you have. I applaud you for not only being a true artist in every sense of the word, but for also including your child... Teaching the next generation is so important!",NixaDroneGuy,ham
KCHT6a53OqY,Why I Love Comics,Ugy979WT4EcEGv2lqrJ4AaABAg.9o2anlnVIsO9ohRCPZG9Al,"@TheOdd1sOut you got 19 million subscribers, congratulations❤❤❤❤❤❤❤❤❤❤❤❤❤",Películas con Christian,ham
kRV0iAANQOo,Sold My First Car To Subscribers 🥺,UgwxexbMoBTfI1xRszp4AaABAg.9on8A3tmV4l9ooXZsx4gqZ,​@AYAN GAMING BD lol,unknown,ham
JdjH8uVSrkI,DEEBLOCK PUBLIC SLAMBALL TOURNAMENT!,UgzESP49EYFwNWR4PAx4AaABAg,"""Pride (1:14) comes before the fall."" 2:35, 2:52, 3:09, 3:35, 4:09, 4:38 not even 5 minutes in and this brudda singlehandedly took mad L's on his headtop already 🤣🤣🤣",The CNSR,ham
ih5SInZ93k4,Try Not To Laugh Ț̴̈́r̷̹͐y̸̪͝ ̴̳̔Ņ̴͌o̴̹̕t̴̪͌ ̴̼͘T̶̠͝o̸͔̅ ̷̘̽L̶͌ͅâ̶̦u̴͓͊g̵̫̍h̵̭͊!̸̯̕,UgyDl2SRKCRJp_IhNa14AaABAg,His humor is slowly transitioning into one of a father.,Luzvewild,ham
d0uQtYjswOY,HIGHLIGHTS | Arsenal vs. Bayern Munich (UEFA Women's Champions League 2022-23),UgybTsrJ28lHw1AmO994AaABAg,"Finally, Arsenal beat Bayern in the Champions League!
OK, OK, it's the Women's one but I'll take it",rmkw4291,ham
NR5pWBy-6Fk,The Insane Engineering of the M1 Abrams,UgzHVSLJrwZM7dyLL_B4AaABAg,Great video as always!! Amazing animation and good research. Although I think you missed a great opportunity to talk about the hard kill APS systems being trialed to install in futur M1 variants. Maybe you could do an independent video on such tech,gojuancamilo,ham
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],UgyM7DHoX1Kx02U_Mc94AaABAg,"Wow, this tutorial from Sentrel Media on using Chat GPT was incredibly helpful! As someone who's been interested in AI and natural language processing, I've always been fascinated by the potential of these technologies to enhance human communication. But I was intimidated by the idea of using a language model like Chat GPT on my own. This tutorial broke down the process step by step and provided clear examples, making it easy for me to understand how to use Chat GPT effectively. Thank you, Sentrel Media, for creating such an informative and engaging tutorial!",deesine,ham
YcwiPM1G8fY,Ryan Reynolds and Rob McElhenney burst into tears as Wrexham seal Football League promotion!,Ugwq3RDotQij8PCKDDx4AaABAg.9ooxm14NLlI9op0BRoc_HM,@Harrison Garms pisses me off so bad,r91y44n,ham
KCHT6a53OqY,Why I Love Comics,Ugy4K5OENnOOrbAHrex4AaABAg,2:33 whoever made that wonderful Calvin and Hobbes animation is so beautifully stylized. They did such a great job and you gotta appreciate talent now a days.,Junpei Doodles,ham
JdjH8uVSrkI,DEEBLOCK PUBLIC SLAMBALL TOURNAMENT!,Ugx7wX9oZA7_tioKa9F4AaABAg,Duke always comes up clutch at the right time with these uploads please more slamball keep it up,Come Fast To Get Into My Body,spam
UKjacBZE52c,ROBLOX'S BIGGEST UPDATE EVER!!!! 😱😨,UgwWZspazKwf3NBv_xF4AaABAg,Can we all appreciate that when he uploads it makes our days better?꒰◍ˊ◡ˋ꒱!❤,𝐅𝐑𝐄𝐄 𝐑𝐎𝐁𝐔𝐗 𝗖𝗛𝗘𝗖𝗞 𝗠𝗬 𝗖𝗛𝗔𝗡𝗡𝗘𝗟,spam
xLu_YNGAIIY,The Last Dream SMP Video Ever,UgyOtAwFM-ZQLbdOdpV4AaABAg,"This was a rollercoaster of emotions , from laughs and giggles to revisiting technos cabin , to the finally. This was something special",Hello There,ham
mMaBVfIedFw,Selfie Waves,UgxUprWvFSzLAwNdrBl4AaABAg,"Michael is the only person that can make a documentary on selfies, and not make me want to off myself because of the cringe.",Chris J. Films,ham
k2FuHR0vZkU,I Scheduled This Video in 2013,Ugw9mmiqyxPwuaNp2Gh4AaABAg,"If only I recorded myself in 1993, at 16.
Everyone here would learn how to build a clone PC, how to dial up to a BBS, and how DOS games worked.",Scott Page USMC,ham
0FvBxPVgv7g,When Trash Talk Goes Wrong in Boxing: Eddie Hall vs Hafthor Bjornsson,Ugw9i99Zn_UWpebwIud4AaABAg,I like how they are acting like the guys in front of them can really hold them back. These are literally the strongest men in the world lol,SoulPanda Kitchen,ham
YcwiPM1G8fY,Ryan Reynolds and Rob McElhenney burst into tears as Wrexham seal Football League promotion!,Ugx3aUN2t5up46Ik2FF4AaABAg,Huge congrats to Wrexham! Genuinely a heartwarming moment. Happy for the fans. Fully deserved.,Christian Hernandez,ham
kRV0iAANQOo,Sold My First Car To Subscribers 🥺,UgymM87kGschASnR92x4AaABAg.9on8GlXU2aO9onSrtLPhfN,Bugatti,Mr. SATURN,ham
cXwIZ8ehIKE,Nightly News Full Broadcast - April 21st,UgzOMGcW_Z8LhvdOxdN4AaABAg.9on4rNb4h8N9oni8ucCdp8,"GOD please HURRY up and SEND these folks back to the CAVE. They have DESTROYED our EARTH, FOOD, AIR, WATER and MORALS. GOD SPEED.♥️🙏🏿",Reign Love,ham
qhL6BYHeh3I,[ASMR] 도자기 키캡 1시간,UgyzTasE2Ur-QNQ_DLN4AaABAg,"This is literally the only thing that's ever given me that ""asmr tingle"" ❤️",Elizar Melone,ham
7NkSdfPOgE8,They are saying this is the CALL OF DUTY KILLER,UgzKAzCwLdI6fjma7IB4AaABAg,"- Red dots on minimap
- No SBMM in casuals
- Fast-paced classic COD formula
- Fast ADS
- Map voting
- Fun gun-play
- Camo/challenge grinding
- Lobbies stay together
- Improved netcode/servers on the way for game release
- Good, non-sluggish movement
- Good classic 3-lane (not gigantic) map design, 14 on launch
- Player abilities not too OP, so gun skill is still king
- Graphics look pretty modern & nice, not sure what the haters are talking about saying it looks like a mobile game",Aria: Come Fast To Get Into My Body,spam
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,UgxGERYGUdG0xaZ8hV14AaABAg.9oSilQ_Q9lb9oZkDyd3ZWH,Lad she's been spitting flames for a while now,Joell420,ham
GL36jqZHPs0,The Perfect Crispy Skin Pork Belly (Lechon Kawali),UgzgvhM2TLzqdmNOiiZ4AaABAg.9o7_3Vsb9QN9obeNBoyz0V,"@Ki Key, Filipino don't have any dishes was the funniest thing I've heard today. Time to go to sleep I guess. Lol",John Lanes,ham
ih5SInZ93k4,Try Not To Laugh Ț̴̈́r̷̹͐y̸̪͝ ̴̳̔Ņ̴͌o̴̹̕t̴̪͌ ̴̼͘T̶̠͝o̸͔̅ ̷̘̽L̶͌ͅâ̶̦u̴͓͊g̵̫̍h̵̭͊!̸̯̕,UgzY8rjWZTsZmkv5med4AaABAg,"Pewds: **makes a Try not to laugh video**
Also Pewds: *laughs at the first clip*

Never change, poods.",Jericho Bandojo,ham
I8eajHyqcPM,GUESS WHAT HAPPENS NEXT CHALLENGE!,UgxxZUdpN0zTDFLvaUZ4AaABAg,big up the editors man they deserve a raise for the delightful extra touches,Santhosh Ananth,ham
s6rHwlXqZYQ,Cristale x Teezandos - Plugged In w/ Fumez The Engineer | @MixtapeMadness,Ugyx-h_RtUTbwDj3FFV4AaABAg.9oSi_Zy1gn59oUhYh6QOd0,We’re dropping our BTS of the Fumez The Engineer @17:00 🙋🏾‍♂️,PaperflowTV,ham
rXKjq6bZrsM,"Minecraft, But Any SCARY Build Hack, You Get",UgxpxaehxJFJVX0jLMJ4AaABAg,i love the way Ethan was so scared he revealed his most embarrasing secret🤣🤣,Atunwa,ham
8TlrXc3TYgs,I bought every MacBook Ever.,UgxThy57Z7kJDwNqLGh4AaABAg,Your videos are very educational and packed with useful information .  Great work.,Cooking with LorBDan,ham
qUzpCqXZIYw,Fastest Android EVER vs iPhone!,UgyD7TkbUeNxD-ZA8V54AaABAg.9oS0jzJh6aD9oguwNy0CiF,"Bring back windows phone- underrated, undersupported OS",david kelln,ham
I8eajHyqcPM,GUESS WHAT HAPPENS NEXT CHALLENGE!,UgzWnmQE6q-KhCVozjx4AaABAg,"For the dog down the stairs one, the editor gave them all a point, and only Harry got it right! I demand a recount.",catznjunk,ham
BZ07ZV3kji4,Elon Musk’s SpaceX Starship rocket explodes after launch  – BBC News,UgzBI8Py6xGj-UnRmA54AaABAg,"Holy smokes, that was still amazingly impressive. That behemoth lifting off the ground was a sight to behold!",Astrum,ham
