video_id,video_name,channel_name,comment_id,comment,username,class
I8eajHyqcPM,GUESS WHAT HAPPENS NEXT CHALLENGE!,SidemenReacts,UgzWnmQE6q-KhCVozjx4AaABAg,"For the dog down the stairs one, the editor gave them all a point, and only Harry got it right! I demand a recount.",catznjunk,0
I8eajHyqcPM,GUESS WHAT HAPPENS NEXT CHALLENGE!,SidemenReacts,UgwtERWtS4eASV86ZxN4AaABAg.9om2ELK8CIj9onCyfXmddY,[MAIN] harry and tobi singing was too wholesome [REPLY] For you all every fckin thing is wholesome,Hello,0
8TlrXc3TYgs,I bought every MacBook Ever.,Mrwhosetheboss,UgyrdQ2N0KMvM_hycBt4AaABAg,Always interesting to see how devices evolve over the years,Kuel,0
IohA4aOxtnA,Sudan army says foreign nationals to be evacuated as Khartoum fighting continues - BBC News,BBC News,UgyMA524UXzx0D_5PMx4AaABAg.9ooR8kkwvQV9op4CVWDAI6,[MAIN] I want to be the first to say that our refugee Sudanese brothers and sisters will always be welcome in Britain! It is not just for white Ukrainians! [REPLY] @Tom Henry Or mine.,jon,0
UKjacBZE52c,ROBLOX'S BIGGEST UPDATE EVER!!!! 😱😨,KreekCraft,UgyDRiD1IKSYsiCpyWJ4AaABAg.9ooJZQ6u49U9ooKMIdVfZd,"[MAIN] Finally there's an anti-cheat update, we've all been waiting for it. The webcam update is also pretty hilarious LOL. [REPLY] ᴅᴏɴᴛ ʀᴇᴀᴅ ᴍʏ ᴜꜱᴇʀɴᴀᴍᴇ",DONT READ MY PROFILE PICTURE ,0
UKjacBZE52c,ROBLOX'S BIGGEST UPDATE EVER!!!! 😱😨,KreekCraft,UgxDdukz6b1hiuh4_Zp4AaABAg.9ooEHsf_3-79ooEpDwI6rh,"[MAIN] *I love how he can never disappoint us with his content*
*Never stop being kind to people **01:23* [REPLY] Bot",John Yoon,0
dV00JxVDBdk,How To Start Trading Stocks As A Complete Beginner (1/3),Ricky Gutierrez,UgzDEzH4xMnzQrocTJ14AaABAg,"Trading in stock is easy, but buying the right stock without a time-tested strategy is incredibly hard. Hence what are the best stocks to buy now or put on a watchlist? I’ve been trying to grow my portfolio of $260K for sometime now, my major challenge is not knowing the best entry and exit strategies... I would greatly appreciate any suggestions.",Emily Brown,0
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],Santrel Media,UgzMzcTudOqLufISAXB4AaABAg,"I found Mike O'Brien's video on using ChatGPT very helpful! As a first-time user of an AI language model, I was a bit intimidated at first. But Mike's clear and concise instructions made it easy for me to get started. I appreciate how he walked me through the process step by step and provided examples of how to use ChatGPT for different tasks. Overall, a great tutorial that I would definitely recommend to others!",Tony Dawson,0
K_l3k7c5-Uo,"Every Time You Score, the Keeper Gets Upgraded",ChrisMD,UgyCWSPfUAv7aDLr8f54AaABAg,That’s criminal calling Ben Foster a National league keeper😂,Jessy-Come Fast To Get Into My Body,0
Z4c7_QVcKJQ,SIDEMEN EXTREME HOT VS COLD CAMPING,Sidemen,UgxmU-uxetgKfsKfUpd4AaABAg,Anyone else get jump scared by the ice falling on harry when he says he can catch it 😭😭😂,Ines Guimaraes,0
7NkSdfPOgE8,They are saying this is the CALL OF DUTY KILLER,FaZe Jev,UgzZ58xbJxf5Fz8-AnZ4AaABAg,Would love to see more of this,Scaircro,0
JdjH8uVSrkI,DEEBLOCK PUBLIC SLAMBALL TOURNAMENT!,Duke Dennis,Ugw3HSXIKNe2CWTiYvR4AaABAg,He cut his hand bro in the crowd talkin bout “yo ass tweakin”😂😂😂😂😂,Seem2x,0
GXlckaGr0Eo,ASMR Programming - Coding Pacman - No Talking,Servet Gulnaroglu,UgwhsBLLnpGIG-Ogqex4AaABAg.9jhdxB4U0FO9kPbf4iMgep,[MAIN] I love this content im learning way more than when the coder talks lol [REPLY] yws same here,KENTANG GAMING,0
KCHT6a53OqY,Why I Love Comics,TheOdd1sOut,UgyRJ_aiDFrEDyJPwAJ4AaABAg,I love how everybody acknowledges his references and his improvement and his improvement and his improvement and how much we can appreciate him and his improvement that nobody acknowledges that GARFILD CAME BACK!!,gnimag,0
U7PEYckcVZs,ASMR 😴🌙 - Personal Attention While You're Sleeping ♡✨(SLEEPY ATTENTION 💙💤✨),Batala's ASMR,Ugx1YviFXn3eH44Yy3F4AaABAg,The queen is back yall ❤️❤️😍😍I love you batala you always help me sleep at night,Jazz & teetee channel,0
mKEphyIbtXo,Ed Sheeran - Boat [Official Video],Ed Sheeran,Ugz6M4aLg5q4_d8kfGZ4AaABAg,Is it possible to be in love with someone you have never met? This man literally touches my soul every single song he has ever released. Not one has been bad. We love you Ed ❤,Abbie,0
U7PEYckcVZs,ASMR 😴🌙 - Personal Attention While You're Sleeping ♡✨(SLEEPY ATTENTION 💙💤✨),Batala's ASMR,UgxGBh38s3pQkF12ee14AaABAg,Always 9:30 on the dot,jonny rose,0
dV00JxVDBdk,How To Start Trading Stocks As A Complete Beginner (1/3),Ricky Gutierrez,Ugxd_5ZYw3TV82mWz5d4AaABAg,"Thank you.  Just what I needed to watch.  My hubby and I are directors of our farm business and own property, plus small pensions. I am nearly 52, hubby is 55.  We have started to save to retire from the farm, and possibly live on rental income, I'd really appreciate you go LIVE and talk about how to earn passive income online and retire comfortably, let’s say $1M.",Patricia Carlos,0
xLu_YNGAIIY,The Last Dream SMP Video Ever,TommyInnit,Ugwg-hp9Y4Ky4ZjwKXp4AaABAg,"I've never regretted a second of joining this community. Watching it grow as a family was so heartwarming. I don't think we'll ever get the same experience from anything else. This was my therapy. This was my center of joy. This is where instead of crying tears of sadness, I cried tears of joy. Thank you, Dream SMP, for this one last stream. It has truly been an honor being part of this.

Edit:""Should the day ever come that we are not together, you will continue to shine like gold in my memories.""",Scarlett Kay,0
qUzpCqXZIYw,Fastest Android EVER vs iPhone!,Mrwhosetheboss,UgyD7TkbUeNxD-ZA8V54AaABAg.9oS0jzJh6aD9ojcg_CA9LJ,[MAIN] We really need a third phone OS to shake up the market 🤔 [REPLY] Completely agree with you here!,Unedited,0
GL36jqZHPs0,The Perfect Crispy Skin Pork Belly (Lechon Kawali),Joshua Weissman,UgxHgwDs_b3byg67fVB4AaABAg,"For the toyo sauce add red onion, sugar and vinegar for more authenticity. Also try to make atsara(Filipino papaya salad) to go along with your lechon kawali.",Lorenzo Mercado,0
WIGGnZNLDIc,The Professor SERIOUSLY TESTED 5v5 vs Abrasive Pro Hoopers,Professor Live,Ugw4xoM52QvNVHHH91V4AaABAg,Respect to The Professor. Dude is ~40yrs old and still breaking ankles on the court.,Crash The Boards,0
1qhaxUh6OKk,SIDEMEN MUSIC BATTLE,MoreSidemen,Ugxs5fUXWE1zaZZKr_p4AaABAg,Their chill videos always bang more than the expensive ones,Ellie Codner,0
JdjH8uVSrkI,DEEBLOCK PUBLIC SLAMBALL TOURNAMENT!,Duke Dennis,UgzIuCWQJrjdGnr5xdJ4AaABAg.9oT7fRDcj6q9ohs2WsXhGC,[MAIN] WHERE SHOULD I DO A EVENT NEXT👀 [REPLY] COME TO FLORIDA BRO YOU WONT REGRET!!!🙅‍♀,Dance King,0
dV00JxVDBdk,How To Start Trading Stocks As A Complete Beginner (1/3),Ricky Gutierrez,UgyUVJ7s3RCm-OwF6bt4AaABAg.9UgbifY8_Ho9nqU-BY99m7,"[MAIN] This is part 1 of 3 video to help complete beginners get started in the stock market. If you are ready for the next video, drop a like! [REPLY] We’re the link",Saphina Tyra,0
qYNONfbUqbE,Inside London Mayfair £65million Refurbishment | Britain's Most Expensive Home | Channel 4,Channel 4 Lifestyle,Ugz5xlVVUCMaZtc7ddh4AaABAg,Absolutely GORGEOUS..  when done properly and elegantly it's faultless. I love the fact he is in the kitchen though Chef isn't hahahaa.. he knows what he likes,Aurora Sage,0
xLu_YNGAIIY,The Last Dream SMP Video Ever,TommyInnit,Ugwmx3ORcn_cnAS9bHd4AaABAg,"This made me tear up. There has just been soo many memories, its unbelievable that the dream smp is actually ending. Being in this fandom has truly been a fun time that I will never forget<3",…kskakak,0
GXlckaGr0Eo,ASMR Programming - Coding Pacman - No Talking,Servet Gulnaroglu,UgxkthAl6kgo7JnFAEF4AaABAg.9jbNl8uw2pk9obgodcJQpd,[MAIN] This is absolutely beautiful and outstanding. Just makes me wonder how humanity came up with programming. [REPLY] A lot of cocaine,Killua,0
cXwIZ8ehIKE,Nightly News Full Broadcast - April 21st,NBC News,UgxvlTlz3lW_AjYy8Bh4AaABAg.9on8B-UkcrP9on9-06rvvM,"[MAIN] We're living in every dystopian science fiction story of the last hundred years all at once [REPLY] More like last 10 years, according to every scientist on record that n 2016……so 6 years left if we make it…..scary",Will,0
GL36jqZHPs0,The Perfect Crispy Skin Pork Belly (Lechon Kawali),Joshua Weissman,Ugzu1ck12hwYFx_sAoB4AaABAg,Kinikilig ako! You're officially kuya Joshua!!! We are adopting you to the Filipino family ❤❤❤,N P,0
d0uQtYjswOY,HIGHLIGHTS | Arsenal vs. Bayern Munich (UEFA Women's Champions League 2022-23),DAZN UEFA Women's Champions League,UgyT58SStOZyDTvLePN4AaABAg.9nrTU84Mqnl9nwSVwcyDMZ,[MAIN] The assist and the strike for the first goal amazing. [REPLY] Never seen such a goal and creativity ! I am now a fan ! Go Arsena l women,BLUEPRINT ENTERTAINMENT,0
k2FuHR0vZkU,I Scheduled This Video in 2013,Mogswamp,UgxjniLlxS11G9asJEd4AaABAg.9oFZnR4-pBg9oj8Pid1PJ5,[MAIN] You got from 16 years to 26 only in 10 years! Good job! [REPLY] Carry the the 2 and they should be 32. Remember this 🐸 ³⁹ × 5/68?,dead wrong,0
I95Sk0PprvQ,SOLO in a GOLD ONLY Squad Game Mode! (Fortnite),TG Plays,UgyXC1N0Sx2TZFxHG394AaABAg,keep it up tg we love u ❤❤ great job 💝,{RAD}_ッ,0
1qhaxUh6OKk,SIDEMEN MUSIC BATTLE,MoreSidemen,UgwZ3NRCeZVtExGLkE14AaABAg,They should do this more often😂😂,Taboo,0
BCnYOpcd_hs,My Expectations Were Low but… OMG D:,Linus Tech Tips,UgyFhBfDrqGL-rxN7_t4AaABAg,You may not be much of a sports fan but bashing Fanatics is more of a good start than you know. Sports fans are so tired of fanatics shoddy products.,Gallzy,0
gjL636ibnII,Exploring Manchester's Abandoned Debenhams: Found 1930s Secrets,Urbandoned,UgzQ3IH8fuQCm-bts_N4AaABAg,"I can see why it's listed, without such protection it would already be gone. And your film makes more people aware of its existence, which means more people will keep an eye on what happens to it.",Nicholas Partington,0
GPBe-oYlG1A,"ASMR MUKBANG | Fast Food, Big Mac, Chicken Nuggets, Onion Rings, Chicken Sandwich, Wings, Fries",Zach Choi ASMR,UgzXUxwJnSu8_7ZMj4Z4AaABAg.9nb-IRcOUiP9o8cPLfXmsi,[MAIN] Watching this while Ramadan🗿 [REPLY] lol me to only two hours left !,yasir zaidan,0
U7PEYckcVZs,ASMR 😴🌙 - Personal Attention While You're Sleeping ♡✨(SLEEPY ATTENTION 💙💤✨),Batala's ASMR,Ugzn_A3PZVaUYTttzMF4AaABAg,she needs more than a bandage for her finger iv been watching her for 4 years straight every night,Nathaniel Ratt,0
gjL636ibnII,Exploring Manchester's Abandoned Debenhams: Found 1930s Secrets,Urbandoned,Ugx3iWaBEQgkBEe939F4AaABAg.9o_M31Wtpnm9omSN0sNwCq,[MAIN] Great memories. I was a manager there and was one of the lucky few to be able to access the upper abandoned floors. A lot has been removed but the ballroom up those iron stairs used to be intact and was legendary. The small room you went in first with the clock was the conference room where we would have managers meetings and the room adjoined was the store managers office. There were many ghost stories of which I was not a believer but I did a night shift once and something happened in the sub basement (2 levels below ground) which I will never forget! [REPLY] What was the upper part with the stunning sky light ? Was that level used when it was a shop ?,Louise H,0
mMaBVfIedFw,Selfie Waves,Vsauce,UgywXQey2NnYaPc0EhF4AaABAg.9iXll8XRyO79oOLd94xBnN,[MAIN] Micheal is the only person who can start a video with an illegal pooping selfie and everyone just immediately accepts it [REPLY] Fr Lmao.,Jumento que anima :),0
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],Santrel Media,UgwuKSz9llpkpRjbVkp4AaABAg,"My first ChatGPT attempt!! I LOVE this!!!  ""I must say, Mike O'Brien's explanation of ChatGPT is simply outstanding! It's clear that he has a deep understanding of how this impressive AI works and the incredible capabilities it possesses. I'm truly amazed by the level of sophistication that has gone into developing this language model, and I'm grateful to have access to such a powerful tool. Mike's explanation has given me a greater appreciation for the technology behind ChatGPT, and I can't wait to see what amazing things it will accomplish in the future. Kudos to Mike and the entire team behind ChatGPT!""",bostondemo,0
Z4c7_QVcKJQ,SIDEMEN EXTREME HOT VS COLD CAMPING,Sidemen,UgyEwM34f2rPLXTAIYd4AaABAg,"The boys driving through the Arctic while on radio laughing at Vik and JJ made me feel like I was watching a Top Gear/Grand Tour episode. The boys should do more things with vehicles, as their inexperience makes it even better.",Nocturnal,0
qhL6BYHeh3I,[ASMR] 도자기 키캡 1시간,드보키 DBOKEY,UgyrDJBuGgCnAwGiBdB4AaABAg.9f5xtj7fGDH9fTFRtDpt-G,[MAIN] this is one of the most beautiful asmr vids iv ever watched in its simplicity composition and lovely composure <3 [REPLY] @arial012 oh my god how did you guess???? can you read my mind? !! guess what type of g@y p0rn i just finished watching!!,BLUE,0
k2FuHR0vZkU,I Scheduled This Video in 2013,Mogswamp,UgxjniLlxS11G9asJEd4AaABAg,You got from 16 years to 26 only in 10 years! Good job!,lizard,0
7NkSdfPOgE8,They are saying this is the CALL OF DUTY KILLER,FaZe Jev,Ugx22XciPMewu2eBXa54AaABAg.9oY9O7EsXUR9ohGiBPuSvh,"[MAIN] Don’t think it will end cod but hopefully it will make the cod devs actually listen to us to make the game better [REPLY] I hope it will keep up maybe not killing cod but keeps up good with many players and not mess up in the long time cuz its perfect and free to play cod mv alternative ,especially when i had enought of warzone 2 wich is totally messed up",keiser,0
I95Sk0PprvQ,SOLO in a GOLD ONLY Squad Game Mode! (Fortnite),TG Plays,UgwzC6mwaggVL7Z1dNl4AaABAg.9ooKhiTQ8yG9ooP2NIrhc4,"[MAIN] Wow great video ❤, Keep the great content up TG [REPLY] I did",Yo boi Grizzly,0
NR5pWBy-6Fk,The Insane Engineering of the M1 Abrams,Real Engineering,UgzwAt140puwCKxSWc14AaABAg,"HESH rounds are mostly used as anti-fortifications since it decimates brick walls and such, but the round most armies carry loaded in the chamber are HEAT rounds since they can be used on almost any target effectively.",Samson Soturian,0
qhL6BYHeh3I,[ASMR] 도자기 키캡 1시간,드보키 DBOKEY,Ugxq6XVZQYg30A4FJQp4AaABAg.9fE2iYtHzvW9nHyiFlgTsF,[MAIN] this weirdly inspired me to write down about some of the more difficult emotions ive been feeling. thanks for making this I guess lol [REPLY] Why Sylveon on Furret,Cool,0
I95Sk0PprvQ,SOLO in a GOLD ONLY Squad Game Mode! (Fortnite),TG Plays,UgyKMloLcUopZvTLXXp4AaABAg.9ooL3XvfPtA9ooOweslzs4,[MAIN] TG never lets anyone down with the challenge’s he does [REPLY] @Lostin Dubstep what does that mean,Yo boi Grizzly,0
qhL6BYHeh3I,[ASMR] 도자기 키캡 1시간,드보키 DBOKEY,Ugz6dUNzNp8FmwymNSJ4AaABAg.9fhV1hiduBf9hCoMlIaxLw,"[MAIN] The little ""tink"" from the space bar adds just enough variety to keep it from being stale noise. I like it. [REPLY] @CcLady~♡  why did I read this message like a weather report guy",sangmild,0
I8eajHyqcPM,GUESS WHAT HAPPENS NEXT CHALLENGE!,SidemenReacts,UgxCF_-oyeDg0QkiBSd4AaABAg.9om1A6O6rGf9omE5BCIOWg,[MAIN] Eating lunch while watching sidemenreacts there’s nothing better [REPLY] @Shadrach George he's just being racist,Blesson Mohan,0
GPBe-oYlG1A,"ASMR MUKBANG | Fast Food, Big Mac, Chicken Nuggets, Onion Rings, Chicken Sandwich, Wings, Fries",Zach Choi ASMR,UgznUpZIJFgtFQd9JCd4AaABAg,"Who is watching this during Ramadan?
And RAMADAN MUBARAK TO ALL MUSLIM PEOPLE ❤",RayanXBONG,0
kRV0iAANQOo,Sold My First Car To Subscribers 🥺,Sourav Joshi Vlogs,UgwxexbMoBTfI1xRszp4AaABAg.9on8A3tmV4l9onOEVMEH8h,"[MAIN] Finally old Sourav is back 😂
This is real humour we want 😂❤️ [REPLY] राधे राधे Good Morning क्या आप मुझे बता सकते मेरे Vlogs कैसे है !! आप सभी का दिन मंगलमय हो !!",Suraj Sharma Vlogs,0
IohA4aOxtnA,Sudan army says foreign nationals to be evacuated as Khartoum fighting continues - BBC News,BBC News,UgyeeETvVb2JI7J65d14AaABAg.9oqLz7YWJOD9oqOJH6QOaN,"[MAIN] It's no longer a story that the world is experiencing a global economic downturn, I'm so happy that I've been receiving $64,000 from my $15,000 investment every 8 days [REPLY] The crypto market is highly profitable with an expert broker just like Mrs Evelyn Ruth Reis I got recommended to her and since then my financial life has been a success.",Dan Anthony,0
WSIuRlbhHuI,UK economy crippled by inflation - are high prices here to stay?,Channel 4 News,UgwC7zv_aNPs2h_fo5V4AaABAg.9ohESVfUULd9opQHbRS13_,"[MAIN] Companies across all sectors, food, energy, and services, report record profits, yet wages remain stagnant. It's easy to work this one out. Yes, rampant profiteering is to blame. European countries are doing better because they regulate their businesses and protect workers' rights. [REPLY] @manino12345 The base tax rate is just 20%. Treasury says that needs to be 37% and treasury is correct. 

Money supply isn't being blindly increased to offset tax revenues, loans are.",TJ Marx,0
NR5pWBy-6Fk,The Insane Engineering of the M1 Abrams,Real Engineering,UgzwwYyMiYpUtu2q7UV4AaABAg,the model of the abrams in this video is insane. i love that dedication.,1Arenio,0
d0uQtYjswOY,HIGHLIGHTS | Arsenal vs. Bayern Munich (UEFA Women's Champions League 2022-23),DAZN UEFA Women's Champions League,UgxE1upi-pC0JSpesql4AaABAg.9nuG_CFz5PX9o60oVLbIIZ,"[MAIN] it was the my first watching women's football . I can't express how much excited i was while watching this. The girls are playing splendidly. I am going to watch  more of women's football from now on..  i really think that girl's teams are very talented ❤❤😊😊 [REPLY] I also started watching earlier this season, and got hooked. Now i dont miss any arsenal game, both men and women.",Pius Okwu,0
K_l3k7c5-Uo,"Every Time You Score, the Keeper Gets Upgraded",ChrisMD,UgwMxNRIjmVJ1-u1r2N4AaABAg,"""only cat in my life after Shannon took it"" had me rolling on the floor 🤣",Jullia Capybara,0
GL36jqZHPs0,The Perfect Crispy Skin Pork Belly (Lechon Kawali),Joshua Weissman,UgzrJnu0LbdBYvw_8-l4AaABAg.9o8-lsImvJH9ogOarORJd7,"[MAIN] Hey Josh, after this, the next level of Filipino food you should conquer is your own kare-kare sauce and bagoong recipe. It’ll work great with that lechon kawali! [REPLY] Repent to Jesus Christ “But he was pierced for our transgressions, he was crushed for our iniquities; the punishment that brought us peace was on him, and by his wounds we are healed.”
Isaiah 53:5 NIV
h",Repent and believe in Jesus Christ,0
KCHT6a53OqY,Why I Love Comics,TheOdd1sOut,Ugy979WT4EcEGv2lqrJ4AaABAg.9o2anlnVIsO9oZ22D4mV0G,[MAIN] Check out my brand new Webcomics here! ➤ https://theodd1sout.com/blogs/comics [REPLY] I just want a reaction to the New Super Mario movie-,Remix TBH,0
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],Santrel Media,UgyKf2LCeIgCIfxraW54AaABAg,"Mike does a great job of breaking down the complexities of ChatGPT and explaining how it works in a way that's easy to understand, even for someone who's new to the field. I loved how he went through the different layers of the model and showed how each one contributes to the overall function of the system.",Living Beyond Network (LBN),0
NR5pWBy-6Fk,The Insane Engineering of the M1 Abrams,Real Engineering,UgxWOyQoM8B6xkWP0jZ4AaABAg.9ooUf8mK5Hg9opjDq0bzJy,"[MAIN] For the first time ever this episode is available with both French and Spanish voice overs. We have also made a sound effect and music free dub under “English (Ireland)” for anyone they prefers the most pure version of my voice 😂 [REPLY] The voice over and translation is really bad. Please sont that again, your content is amazing but with the voice over it sucks",Piloulegrand,0
mMaBVfIedFw,Selfie Waves,Vsauce,UgxUprWvFSzLAwNdrBl4AaABAg,"Michael is the only person that can make a documentary on selfies, and not make me want to off myself because of the cringe.",Chris J. Films,0
YcwiPM1G8fY,Ryan Reynolds and Rob McElhenney burst into tears as Wrexham seal Football League promotion!,BT Sport,Ugwq3RDotQij8PCKDDx4AaABAg,These two owners have done more in 6 months than what the Glazers have done in a decade. Congrats to Wrexham!,Sydney,0
0FvBxPVgv7g,When Trash Talk Goes Wrong in Boxing: Eddie Hall vs Hafthor Bjornsson,Gypsy Dosser,UgzjsJuKnUJHAX7Iq254AaABAg,Even I won’t pick a fight with Eddie without shitting myself first 😂,Matthew Kiggin,0
g9mXZhQOKMQ,Things Got Wild At Coachella!! | The Night Shift,Mike Majlak Vlogs,UgxPOIV42zqQfcOAt1V4AaABAg,"Tana was so funny and entertaining in this, and she looked incredible",heywhatpoo4,0
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],Santrel Media,UgzQH3a3OMFxSHF0Dqd4AaABAg.9oSYECk2GUT9oS_rbRQPcy,"[MAIN] Wow, I just stumbled upon Mike O'Brien's YouTube video on Expo and how to use ChatGPT, and I have to say it was incredibly informative! As someone who's been interested in natural language processing and AI, I found the step-by-step tutorial on setting up and utilizing ChatGPT to be extremely helpful. Mike's explanations were clear and easy to follow, and I was able to get ChatGPT up and running in no time. Thank you so much for sharing your expertise with us, Mike - I can't wait to see what other awesome AI-related content you have in store! [REPLY] This is AI generated, right?",r0cketjack,0
IohA4aOxtnA,Sudan army says foreign nationals to be evacuated as Khartoum fighting continues - BBC News,BBC News,UgywtxMMCO0zQ7D5uCN4AaABAg.9ooWd90XgAD9op1zub1ZPe,"[MAIN] South Sudan doesn’t seem so bad and I understand why they left. [REPLY] @Mò Zi Desert or not, it can still be clean.  Las Vegas is in a desert, and it is together.",Hard Cold,0
1qhaxUh6OKk,SIDEMEN MUSIC BATTLE,MoreSidemen,UgxaBpMmcWsqnjRKY_V4AaABAg.9obqijXO2eK9ohHu06twBj,[MAIN] petition for them to do another one with movies/tv shows that’s 30+ minutes [REPLY] That's going to be so painful to watch,Cannonfodder,0
1qhaxUh6OKk,SIDEMEN MUSIC BATTLE,MoreSidemen,Ugxkqyo4mDmhQls4mgR4AaABAg,"I would love if they made more of these world cup tournaments but with different categories like snacks, movies, tv shows. I personally want more of this ngl.",Come Fast To Get Into My Body,0
PkRNFluRMMs,The Billionaire's Daughter | Dream Car Wrap,Yiannimize,UgxL9ix8QK0cuVLeNVt4AaABAg,"""Make less pollution"" arrives with 6+ Vehicles 😂 Amazing Video Yianni, as always.",Ask Jamie,0
UKjacBZE52c,ROBLOX'S BIGGEST UPDATE EVER!!!! 😱😨,KreekCraft,UgyDRiD1IKSYsiCpyWJ4AaABAg,"Finally there's an anti-cheat update, we've all been waiting for it. The webcam update is also pretty hilarious LOL.",𝗙𝗥𝗘𝗘 𝗥𝗢𝗕𝗨𝗫= 𝗚𝗢 𝗧𝗢 𝗠𝗬 𝗖𝗛𝗔𝗡𝗡𝗘𝗟,0
WSIuRlbhHuI,UK economy crippled by inflation - are high prices here to stay?,Channel 4 News,UgwC7zv_aNPs2h_fo5V4AaABAg.9ohESVfUULd9ooq0K2jM9j,"[MAIN] Companies across all sectors, food, energy, and services, report record profits, yet wages remain stagnant. It's easy to work this one out. Yes, rampant profiteering is to blame. European countries are doing better because they regulate their businesses and protect workers' rights. [REPLY] ​@Tom Shackellbravo, bravo, bravo, outstanding!",Chimaeze Enwerem,0
