video_id,video_name,channel_name,comment_id,comment,username,class
n_uFzLPYDd8,[Плейлист] Успокаивающий 24-часовой плейлист джазовой музыки и звуки дождя для работы ☕🎧,In The Rain,UgzzI_7cVMEGLIl2ZiJ4AaABAg.9mH5wdb8Yfg9mTvj93iJAT,"[MAIN] Спасибо большое за прекрасную музыку! Музыка идеальна для работы и просто расслабиться 🤗 [REPLY] But they that wait upon the Lord
shall renew their strength;
they shall mount up with wings as eagles;
they shall run, and not be weary;
and they shall walk, and not faint.
Isaiah 40:31 ✝🌅",Miriad Lamentations,spam
ShNcXwPwAns,Behind the Stream: Inside the Life of xQc,xQc,Ugyot_jbJIApYyCshT54AaABAg,"I would love more videos of being inside xqc, this one was amazing",Grat3r,ham
wgITHaznzkE,"What Leaked Pentagon Docs Show About Ukraine War, U.S. Spying on Allies",Democracy Now!,UgxYV52UQtH6gyM3H7x4AaABAg.9oND1i7ciNe9oeKCuzPyDO,"[MAIN] Assange didn´t endanger anyone in the field. Yet he´s imprisoned indefinately without due process. [REPLY] ​@Ajay 
That seems to be the order",Sandra Sue Taylor,neutral
iCG_hMoURJA,Well...What A Week,JJ Olatunji,UgwXTF43AxRLBOEIlYl4AaABAg.9oSTZZVjHsl9omRXE6kfTW,[MAIN] We appreciate your kindness JJ. Hope to meet you one day [REPLY] EMOTIONAL DAMAGE,Athena,neutral
3hhPBAConqo,Watching Andrew Tate Until he Insults me,One Giant Onion,UgxVVqKcUPe6Vl6sWqV4AaABAg,His continued existence is an insult to all of us.,Alexander Tiberius,ham
BQO0AMveaFk,"Threshold for bullying in danger of being too low, says Dominic Raab",Guardian News,UgxFbrLYoTEiS8iWLPF4AaABAg.9ongXGiErdC9ooV-3YqalU,[MAIN] I love how nasty people twist words to get out of things. They give themself away immediately [REPLY] @Peter Atkinson Try reading their comment again.,TheMirksta,neutral
--lQFq7XYYA,the slap but with ragdoll physics,Hydroxyl,Ugz-5eCF8hxDrlYXy9h4AaABAg,the awkward laughter just as will smith was about to send him into the shadow realm is what makes the video better,Wil Pallarca,ham
n_uFzLPYDd8,[Плейлист] Успокаивающий 24-часовой плейлист джазовой музыки и звуки дождя для работы ☕🎧,In The Rain,Ugx6eT7a0Xszb_SPRoN4AaABAg,"Perfect to listen to when I am doing work, thank you!",azi doozi,ham
C_78DM8fG6E,The Inside Story of ChatGPT’s Astonishing Potential | Greg Brockman | TED,TED,UgwbCKFbTTkEgQwacI54AaABAg.9ojWUA9JB3C9oknjY6h7jd,[MAIN] How difficult to keep up with AI development is a strong indicator that life as we know it will never be the same! [REPLY] ​@Go tobann FPV totes irrels,Brandon Smith,neutral
EuPIOF0LG70,The Cookie Clicker Experience,Dragoon,Ugx_NVIj1JooF2dTahl4AaABAg.9oZpcD4NjFd9oa9AiKog15,[MAIN] I love when Dragoon spends an overly large amount of time on these kind of games [REPLY] @Jqden haha no,KN Zanin,ham
2mgUPt2KI08,The Life of Jesus | English | Official Full HD Movie,Jesus.net,UgwU2W3oPShI49IhblZ4AaABAg,"Jesus Christ healed me! This is my story about my healing!I was extremely ill! I had diabetes and kidney failure, which urgently requires dialysis! I prayed to God to heal me, not for me, because I don't deserve it, but for my little children, who were left without a mother! in exactly that day, in which I prayed, the Lord healed me! I suddenly felt the pain in my kidneys go away, as well as the dryness in my mouth (diabetes). I'm a new women now! I thank the Lord for His mercy and love for us!!!!",Valentina Mocanu,ham
LyVlvu8BoNU,The Worst Product We’ve Tried in YEARS!,Linus Tech Tips,Ugw3ZxjLMp6izErv8MZ4AaABAg,"Alright, time for you guys to make one yourselves! I heard it many times in the video and now I wanna see it happen!",Trevor Brotzman,ham
saGPmoEuivc,MY FIRST BOXING FIGHT... I BROKE HER NOSE!?,BotezLive,UgzcoygH7lGh0MayDk14AaABAg,"Truly grateful for the opportunity we had to motivate each other these past few months, and I am really proud of us. You were an absolute monster in the ring and I am SO HAPPY we never have to punch each other in the face ever again. Can’t wait to see your video about your full journey. 💜",Michelle Khare,ham
-cgoSk_yg6k,How Do German Schools Teach About WWII?,Today I Found Out,UgwEM2J7nB0cx7WvlUF4AaABAg,"We don’t just talk about WWII in history class. We talk about it in german class, in geography class, in philosophy class and others as well. And we talk about it with out grand- and great grandparents. We don’t allow us to forget because democracy is incredibly fragile.",Merin som,ham
GDSf2h9_39I,Why Aliens Might Already Be On Their Way To Us,Kurzgesagt – In a Nutshell,UgwC_N2HWCn8yNoNGEV4AaABAg,"A very good summary of options. Probably we need to evolve into Cyborgs (already doing it) to become interstellar, and obviously solve our internal economic, geopolitical and environmental challenges (.. utter mess)",Humberto Sequeira,ham
3hhPBAConqo,Watching Andrew Tate Until he Insults me,One Giant Onion,UgzU8Dc6f0x8fCb4fil4AaABAg.9nyYHJPZt0a9oi7jrh_doO,[MAIN] Longest he’s lasted [REPLY] @Connor THATS WILD,sparky 240fps,neutral
iCG_hMoURJA,Well...What A Week,JJ Olatunji,UgxDLbWbp6csKx1Lc7N4AaABAg,"It’s good to see that you’re back on track jj, I wish you luck with the recovery fam 🙏",Hbtb123,ham
tfAo4dNFWg8,SIDEMEN AMONG US BUT THE IMPOSTER IS SUPER SIZED,MoreSidemen,UgzOqsM-qWsvtzXGaIt4AaABAg,Vik is becoming better at being the imposter by the day,Jessy-Come Fast To Get Into My Body,spam
saGPmoEuivc,MY FIRST BOXING FIGHT... I BROKE HER NOSE!?,BotezLive,UgzcoygH7lGh0MayDk14AaABAg.9onKson8Ej29ooK6mSsuNJ,"[MAIN] Truly grateful for the opportunity we had to motivate each other these past few months, and I am really proud of us. You were an absolute monster in the ring and I am SO HAPPY we never have to punch each other in the face ever again. Can’t wait to see your video about your full journey. 💜 [REPLY] @miyamoto900 She didn’t had two month. Her camp was two month, and she said multiple times on stream that she continued to train after the chessboxing with dina just that she wasn’t as serious as when she knew she was in creator clash2. It’s kinda bad faith to say michelle did train for 1 year straight and she only two month when it’s not true. Yes she trained boxing since last year but it wasn’t full time training. It was like once a week course and she plays now that game that she only trained two month when it was 5 month too",Novice Lifts,ham
S0ICco0tMy8,Guga vs Nick DiGiovanni $1 Steak Battle!,Guga Foods,UgzB473duAxCKvO0YE14AaABAg,"I actually really love this format where the two of you are working next to each other along with friendly banter and talking about each other's dishes, its very entertaining so keep it up!",Draxeid,ham
wgITHaznzkE,"What Leaked Pentagon Docs Show About Ukraine War, U.S. Spying on Allies",Democracy Now!,UgxNe2F1DC8Yxm5egbx4AaABAg,They can't blame this on Assange!,Pulsar Stargrave,ham
-SYwOAe6V_4,ASMR for Those Who Want to Sleep Soundly Now / 3Hr (No Talking),Coromo Sara. ASMR,UgwyhbFZ11IblTjlh-d4AaABAg,I can’t be relaxed without seeing what’s making these relaxing sounds,IDyumm,ham
3hhPBAConqo,Watching Andrew Tate Until he Insults me,One Giant Onion,Ugx4WZw-RS-L-jH2Jkx4AaABAg.9nyWtj38MO49okuolPKD6V,[MAIN] IM LIVE EVERYDAY https://www.twitch.tv/onyinz [REPLY] I clicked on the video and it was already done,Dragonskulls_48,neutral
F7dfwKMa_gs,Inside Central Cee’s Louis Vuitton Bag | In The Bag,British Vogue,Ugz1Dq6KTlv3UNv_uKp4AaABAg.9nbgio59JNO9nsvtc9SJFb,[MAIN] Him geeking over Madeline has to be the cutest thing ever [REPLY] @AminaMadeline Mccann,Louis Magari,neutral
-cgoSk_yg6k,How Do German Schools Teach About WWII?,Today I Found Out,UgyGHKnTKnPVgd80wtR4AaABAg,This could be a whole series. How Do British Schools Teach Colonialism? Or the Westward expansion or slavery in the US? Stalinism in Russia? WWII in Japan? Etc. etc.,Sonic Goo,ham
6x7Sbiy5Pw0,How to SHOOT WITH POWER Regardless of your Technique,The Football Folk,UgwvYliSE2KwyZRi7YB4AaABAg.9mEB2ENKBgH9mFLBD93jLg,"[MAIN] Amazing work bro!!! Found this channel a few weeks ago, already climbing up the ranks in my academy team.

Keep up the work!! [REPLY] Hh",ITSytyt,spam
GDSf2h9_39I,Why Aliens Might Already Be On Their Way To Us,Kurzgesagt – In a Nutshell,Ugx6Vc5-3vtCyISshWJ4AaABAg,I like the theory that we are late rather than early or just in a intermediary period where the universe roaming advanced civilizations have died out and it’s now a “new” beginning for like civilizations to arise,chris Ez,ham
vdxsZMAypts,This Is Disgusting,penguinz0,UgyXHOuFN_f-f5muUZp4AaABAg.9omrTlspINW9ooYaVPKSdY,"[MAIN] The poor old fella waiting for death to  finally take him so he decides to enjoy a delicious free of charge chalice of human nectar, and Charlie here feeling so disgusted and mentioning the faul classics when he shouldn't be surprised of how raunchy and  stenchy people can be.
He clearly doesn't know about the german nun + toothbrush vid [REPLY] It’s the AHHHHHHHHH it chri mah guy",That guy,neutral
--lQFq7XYYA,the slap but with ragdoll physics,Hydroxyl,UgzCXdn3PHQlAogkwNF4AaABAg,"Bro imagine Chris saying ""wow"" while still ragdolled, I would die of laughter",Amy McKenzie,ham
bKDkiafC7-U,We Played Roblox Battlefield,SMii7Yplus,Ugxg6_jQNhJG6EaqS7B4AaABAg,Battlebit is an amazing game. It's so well done,Firomus,ham
bgtQh-O4DHQ,ASMR MUKBANG KFC FRIED CHICKEN & CHICKEN SANDWICHES & POPCORN CHICKEN & MAC N CHEESE (No Talking),Zach Choi ASMR,UgzAxf8S9KLIAjElWMp4AaABAg,The thing that I really wanna know is. HOW THE HELL DOES HE GET EVERYTHING SO Perfect LIKE THERE IS NOT A SINGLE THING ON THE FOOD LIKE IT  IS SO PERFECT!,Lucia Gilakova,ham
1ZYbU82GVz4,"Relaxing Sleep Music • Deep Sleeping Music, Relaxing Music, Stress Relief, Meditation Music (Flying)",Soothing Relaxation,UgxUZcq9A6cMGH38TeN4AaABAg,Whoever is reading this I wish the best for you and I hope that whatever harm comes your way you get over it and keep on moving. No one is perfect just be you and people will respect that😄,Bucketsquadz,neutral
aaxWvZnZEFc,Bohemian Rhapsody - Queen (Piano cover by Emily Linge),Emily Linge,UgyEmVa0CS1l7WBfXc54AaABAg,Such talent in one so young. May you always bring a smile to all of your fans.,Brian Dutcher,ham
wgITHaznzkE,"What Leaked Pentagon Docs Show About Ukraine War, U.S. Spying on Allies",Democracy Now!,UgwDYWnO8Hq-qYF0KYF4AaABAg,I think Assange and Snowden are off the hook now,Icraft Crafts,ham
bgtQh-O4DHQ,ASMR MUKBANG KFC FRIED CHICKEN & CHICKEN SANDWICHES & POPCORN CHICKEN & MAC N CHEESE (No Talking),Zach Choi ASMR,UgwII_n2lgutuue_6IR4AaABAg.9M3wjxz-4LR9f5wiaDV1fj,[MAIN] Me watching this during Ramadan : 🙃 [REPLY] then don't watch it:),ryle wru,ham
2FGR-OspxsU,10-Minute Meditation For Healing,Goodful,UgxX9-rSv-Tkzqc9mrV4AaABAg.9XLyWnmK0Nc9iyfJL5L-jl,"[MAIN] If you are reading this, you are stronger than you thought. Whatever you are trying to heal is healing. Sending love to you from the bottom of my heart.💛💛💛 [REPLY] Right back at you!",Therapy with Lara ,neutral
Kdax_IQXZtE,Deputy PM Dominic Raab resigns over bullying report,Channel 4 News,UgwNHAPj_OwEfMyXAJJ4AaABAg.9omLlh90_w19omrX3jX2X3,"[MAIN] The sense of privilege oozes out of every pore of JRM. Can't see that Raab is any different. 
I'll never forgive Raab's indolence over the withdrawal from Afghanistan. [REPLY] You can write your feedback about my video on telegram👆.",Lets talk on TeIegra'm 👉Channel4news2,spam
